,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,FB,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,ANTM,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2021/11/4,0.004712536,-0.003498635,0.007305398,0.02748227,0.013222323,0.011388333,0.012895927,0.012755597,0.12042252,-0.003567466,-0.013135525,-0.002786737,-0.001246295,0.00869989,0.001861457,0.003267574,-0.021500865,0.018213339,-0.013054284,0.007508303,0.001175899,-0.009193514,0.011523485,0.028847072,0.004424373,6.08E-05,-0.004062981,0.005507174,-0.004337829,-0.004154897,-0.028897637,0.003030279,0.012979725,0.026456729,0.017002851,0.005355533,-0.022779929,-0.020589396,-0.00937583,0.007324594,0.127310882,0.020974311,0.017802191,0.012220539,-0.015091447,0.017043464,-0.01563464,0.014852734,0.009408884,0.010148518,-0.005631147,0.053397696,-0.009437926,-0.010661869,0.004511409,-0.009495167,-0.001391332,-0.027482698,-0.004043524,-0.001853143,0.051698858,-0.005408282,-0.022560877,-0.019202808,-0.006879472,-0.028985507,-0.023522335,-0.014670211,0.002458723,-0.001640295,0.000196479,-0.005670583,-0.003996013,-0.005880258,0.001490029,-0.007171872,0.005062428,0.007836096,0.000115239,-0.004757117,-0.000463494,0.022737291,0.013894729,0.016921236,-0.008889841,0.02044585,0.000689817,0.042404783,0.001949069,0.031449814,0.029807262,-0.023460239,-0.004010303,-0.007784715,0.010794194,-0.013944541,0.012524489,-0.006621033,0.047142846,-0.021185225,0.0191437
2021/11/5,0.003469599,0.003582283,-0.001129464,0.0120765,-0.006358244,0.003942179,0.003753004,0.0157213,-0.001644306,0.000660442,-0.001426026,-0.00710822,-0.002079907,-0.010156386,0.004954486,0.037791024,-0.007606186,0.039829494,0.108551934,0.0094705,0.031418876,-0.000875322,0.018774319,-0.016852667,0.010836014,0.010285489,-0.035888528,0.004240254,0.001025109,0.022188559,-0.033931856,-0.03656356,0.004525692,-0.004848532,-0.00256463,0.012124762,-0.003555913,0.007521767,-0.010691449,-0.006940787,0.0443277,-0.098630447,-0.022140256,0.004931724,0.01209686,0.011798894,-0.045459009,-0.009420496,0.001478144,0.011982593,0.009084437,-0.00843639,0.006871895,0.006188614,-0.017085424,-0.011864049,0.016045611,0.000801702,0.018974233,0.003375571,0.021048321,-0.007110733,-0.003683243,-0.007514013,0.035430414,-0.000149286,-0.002426128,-0.005397048,0.001121585,0.053654452,0.011248139,0.022838235,0.042350211,-0.00401519,-0.007979959,0.033551916,0.004486417,0.029191113,-0.023690715,-0.001301431,0.024111729,0.012398472,0.009413065,-0.005315989,0.006588758,-0.01385144,0.07466525,-0.006694132,0.015075835,-0.00477572,0.020109296,-0.002936766,0.002737932,0.013225819,0.019089206,-0.002256645,0.013085028,0.022587644,-0.002046367,0.00831247,0.020934877
2021/11/8,0.000853714,-0.005552593,0.0027674,-0.008528018,-0.048400712,0.001202563,0.0007404,-0.007357927,0.035359057,0.003195717,0.006010028,-0.003426606,0.014940393,0.000515721,-0.007463684,0.017630527,0.007877313,0.002523004,-0.005760106,0.010765954,0.007060241,-0.001226525,5.37E-05,0.004979552,0.003573329,-0.021506103,0.012435079,-0.008972511,-0.009557948,-0.007606645,0.00887388,0.019538506,-0.004152468,-0.018143899,0.008820151,0.01237237,0.008524986,0.001722811,0.016121886,-0.006390175,0.017297476,0.013111138,-0.016867936,-0.0063209,-0.008765001,-0.031885505,0.031737971,-0.003184173,0.016687236,-0.005377422,-0.010990261,0.101364293,0.002595908,-0.014952316,0.000422781,0.005186828,-0.001459802,0.002002573,0.000325213,-0.000672856,-0.00215268,0.002001093,0.006531081,-0.000213229,-0.005154675,0.021794285,0.003095219,-0.01122703,0.011265753,-0.007930206,0.040654726,0.007523678,-0.014968765,0.003347522,0.009407645,-0.002942775,0.001287851,0.006361883,-0.003696852,0.010733106,0.019016384,0.015934635,0.022490388,0.002976335,-0.001430159,0.000390196,0.007976471,0.044582612,-0.009189884,0.004937052,-0.002783391,0.005166553,-0.006103351,-0.002876135,0.00152033,-0.005277453,0.005560592,-0.002208949,0.018455195,0.007466098,-0.018398816
2021/11/9,-0.003305359,0.00245942,-0.003086101,0.025007309,-0.11990296,-0.000754876,-0.000689668,-0.009597779,-0.004772101,-0.008483316,-0.007571254,-0.002210311,0.003739614,0.005588861,0.003035546,-0.032201081,-0.009716891,-0.014356411,-0.021311867,0.009738205,-0.009950781,0.007719253,-0.002057447,0.002852712,0.007381659,0.006649037,-0.009431909,0.002840385,-0.003877263,0.004860677,0.006969035,-0.00291803,0.001471757,0.009725877,-0.000806556,-0.006789495,-0.019264784,-0.001719848,-0.10461163,0.003483512,0.00536626,0.000483736,0.005719076,-0.001778038,-0.006832806,0.011463548,-0.007167752,-0.003747986,0.003229327,-0.008161818,0.004137613,-0.008257895,0.006473222,0.008397061,-0.004014573,0.00315336,0.008948739,-0.003597488,-0.005934,0.000841587,0.021770279,-0.005780972,-0.011018615,-0.010665529,0.003086749,-0.006720221,-0.00732233,0.001608574,0.00091105,-0.008487513,-0.020723465,-0.016680252,-0.008944174,0.004161283,0.002566244,0.026471163,-0.003475506,-0.002370637,0.007223747,0.008274922,-0.001055291,-0.013994279,0.013814443,0.000693207,-0.001156731,-0.001458961,0.003159199,-0.001488754,0.007516738,0.011111103,0.021081334,-0.005428264,0.005817701,-0.006212606,0.00292743,0.002728545,-0.010562276,-0.001378958,-0.016442946,-0.000463177,0.000718015
2021/11/10,-0.008044889,-0.019163182,-0.01532975,-0.026334976,0.043429361,-0.020313123,-0.01757135,-0.023049112,-0.039077577,-0.003596992,-0.000953604,0.010830125,-0.009583318,-0.005584834,0.009835669,0.011947507,0.007465796,0.038560858,0.036363663,-0.019700571,-0.00376908,0.005745142,-0.016188585,-0.030572499,-0.015948232,0.003241397,0.013385503,0.004071506,0.009860706,0.007813953,-0.013841701,0.010994244,-0.007429235,-0.006290385,-0.032417353,-0.008593798,0.00942075,0.006891244,-0.003797093,-0.009012536,-0.04162169,0.015594793,0.010037411,0.001899932,0.009712735,-0.031987249,0.009492224,-0.005814205,-0.005906259,-0.019759889,0.003060944,-0.060770905,0.002240645,0.007579815,-0.01436088,0.00800151,-0.005997202,-0.019456448,0.000981332,-0.001177284,-0.037686359,-0.008034674,0.001861061,0.002156069,-0.00890198,0.003235788,-0.015369435,0.007085197,-0.007799252,-0.010371816,-0.014965919,-0.005213051,-0.003431885,-0.014432754,0.002155663,-0.02093632,-0.012796935,-0.036303668,-0.004350195,-0.012043205,0.008506612,-0.008993639,-0.02883973,-0.016819,0.00601109,-0.029453102,-0.029612538,-0.037773397,0.001919731,-0.016528923,-0.02593621,-0.007872874,0.007872739,-0.000893039,-0.022378394,0.017687048,-0.001596873,-0.014936306,0.011088392,-0.005757783,-0.010332968
2021/11/11,0.000323541,-0.000338041,0.004927421,-0.002742651,-0.004157443,-0.000870511,0.000832029,0.000305139,0.031603274,-0.002348288,-5.96E-05,-0.007365966,-0.005457689,-0.002577344,-0.002860737,-0.023844867,0.00550506,-0.010057619,0.023663807,0.001869374,-0.070736581,-0.017483162,0.012081624,-0.006687285,8.76E-05,-0.008229629,0.007370007,0.000352641,-0.00102783,-0.009414825,0.016493862,-0.004459369,0.004030235,0.013194561,0.011045475,-0.004531118,0.004567108,-0.002851675,-0.012754108,0.000404163,0.028911135,0.000118997,-0.007632707,-0.011733114,-0.001202452,-0.007666637,0.008310506,-0.000989016,-0.002851924,0.008448304,0.001995397,0.043897902,-0.004057291,0.006569201,0.004784942,0.007796202,-0.019520026,0.011353182,-0.023119036,-0.003367549,0.023271345,0.002238152,0.008049555,0.013446644,-0.012530529,0.009676054,0.008067744,-0.007738914,0.006661661,0.004027482,0.008999858,0.000415866,-0.015982318,-0.012324134,0.00094108,-0.017988226,-0.024200901,-0.011780821,0.007715065,0.013484307,-0.000496129,0.009642484,0.015529225,-0.005922382,-0.012114783,0.012430918,-0.035310411,0.009813985,-0.004746549,-0.004109333,0.013074041,0.000925046,-0.004144746,0.003351975,0.012385311,0.001633993,-0.005153528,-0.028185559,0.043023439,-0.007043368,-0.010730828
2021/11/12,0.007546812,0.014336988,0.012905065,0.015161959,-0.028293073,0.019973718,0.019744716,0.040123344,0,0.004707523,-0.004474753,0.011958828,0.003498085,0.013600615,0.001092921,0.007936499,-0.01221316,0.02585092,-0.008967731,-0.007619311,-0.015298228,0.001057116,0.014079776,0.022435737,0.00061316,-0.000245881,0.00597012,-0.002291188,0.002915216,-0.00298171,0.03806376,0.009430221,0.013708067,0.00974265,0.012112954,-0.004353798,0.007313677,-0.002097268,0.031035016,-0.004983149,0.00316269,-0.000237965,-0.008136622,0.00203869,0.000802652,0.012696887,-0.000525435,0.01721763,0.004051713,0.007847273,0.011010858,0.012875864,0.007815081,-0.002526344,0.033153742,-0.000468818,0.006244084,0.009809883,-0.002257939,0.004054739,0.018973387,-0.005316932,0.008722347,-0.002016797,-0.002133594,0.004210845,0.006387657,-0.000803528,0.006099853,0.007202123,0.003548676,-0.010892139,0.002512552,-0.001394676,-0.000671583,0.00551396,0.011801887,0.00304962,0.015663296,0.01472125,0.003254238,0.008005293,0.036887982,0.004075136,0.019144242,0.017887412,-0.011048687,-0.00255744,0.010413453,0.005378106,0.017467732,-0.009679082,0.004962376,0.000445339,0.009229824,0.000741544,0.009437502,0.003492489,0.025558102,-0.011664532,0.008501932
2021/11/15,0.000342446,6.66E-05,-0.00193036,0.005823874,-0.019382273,-0.00152007,-0.001720701,0.019566378,-0.012010574,-0.004615465,-0.001797854,-0.009029738,-0.017843562,-0.004159687,0.005731416,0.000990177,0.002984409,-0.00588724,-0.001608647,0.008618036,-0.00751746,0.007919764,0.004527687,0.003239059,0.022673503,0.00707044,-0.004549419,0.000176629,-0.001111438,-0.00224297,-0.00480504,0.007707327,-0.007488579,0.005259454,-0.003782826,0.000198734,0.002354842,0.001146395,0.02035521,-0.00575255,0.021644196,-0.003690434,-0.004698638,0.00905576,-0.005613589,-0.001419324,-0.015441264,-0.005924209,-0.008931111,-0.004471833,0.011933651,-0.009466454,-0.004042166,0.006331816,-0.001355659,-0.007833385,0.000359737,0.003605414,-0.014500026,0.00319706,-0.003507234,0.005131437,-0.002313999,-0.005637086,0.005514229,-0.006072958,-0.000246999,-0.010637843,-0.018785563,0.054896765,-0.007454473,-0.000756526,0.001342656,-0.042631361,0.009340741,-0.008550928,-0.003859902,0.004975193,0.016575742,-0.005995257,0.006817375,0.006381335,-0.006727151,0.013058078,-0.001905659,-0.012771213,-0.01902388,0.018461531,0.00922357,-0.003643111,0.009352775,0.005942822,0.001114986,0.006233439,0.001461184,-0.004149477,0.005485813,-0.009268275,-0.006782339,0.009250367,0.00755809
2021/11/16,0.00395784,0.006666667,0.010235956,-0.001404521,0.040793737,-0.003880049,-0.002088518,-0.013235143,0.005928404,-0.004601918,-0.007204647,-0.005198132,-0.002617532,0.057265278,-0.001424637,0.01356566,0.000637648,0.022692098,-0.001007111,0.010097776,0.002524832,-0.004714494,0.005302445,0.017128294,0.003937667,-0.002991537,0.014422171,-0.007064594,-0.003594669,-0.004870765,0.011879362,0.011202078,0.007355082,0.01313731,0.005237507,0.005763134,-0.013899821,-0.006488557,0.014726663,-0.025457792,0.078927049,0.00501844,-0.002747326,-0.001897693,-0.005645123,0.017648809,0.019721022,0.041971738,-0.00311375,-0.003752003,-0.004121748,0.040685311,8.27E-05,-0.02401432,0.031334813,0.001654702,-0.004944514,0.004789975,0.003486964,-0.008721926,0.010174667,0.016911366,-0.001342781,-0.006417783,-0.005036338,-0.014547571,-0.0042489,-0.009691391,-0.004500462,-0.031275445,-0.01097691,-0.003449177,0.003218026,-0.005604626,-0.004860103,-0.031124074,0.021382503,-0.001100137,0.011236465,-0.009047266,-0.012068016,0.002381376,0.00039073,0.024146515,0.000327279,0.014621182,-0.010261883,-0.003524644,0.009396737,0.019068755,0.00634654,0.003466405,-0.006046117,-0.016592932,0.014103508,-0.004613009,-0.001613325,0.001565375,-0.005717018,0.004266758,0.002596658
2021/11/17,-0.002429205,0.016490103,0.000678629,0.002344183,0.032501237,0.001156348,-9.39E-05,-0.006385592,-0.031188979,-0.006246432,-0.00538215,0.003749941,-0.001490066,0.006423223,-0.00061143,-0.047030372,-0.012107106,-0.028114486,0.025604849,-0.010919703,-0.00944406,-0.004210594,0.001529673,-0.000536558,-0.00448505,0.000367421,-0.006516129,-0.0055141,0.007988315,0.011483437,0.006240876,-0.017342826,0.004364703,-0.000816359,0.003028404,-0.007508419,-0.010522112,-0.006338864,-0.043585079,-0.008591183,0.009515404,-0.01795271,0.01342539,0.000911025,0,-0.000523804,0.013351359,0.003881024,-0.004474811,0.005569717,0.009197497,-0.00728108,-0.007164118,0.005587214,-0.01656967,-0.018973864,-0.003975198,-0.029893754,-0.001355997,0.005752982,-0.011909275,-0.002928538,-0.004767136,-0.001722425,-0.016310545,-0.013138462,-0.028628869,0.002093617,-0.018346604,0.003631497,-0.011926189,-0.00337668,0.002583919,-0.005829199,0.006088221,-0.01315917,0.000830799,-0.009223543,-0.047261575,-0.001811968,-0.00724075,-0.023452527,-0.017575764,-0.010353547,-0.000163586,-0.011002809,-0.005860614,0.008590059,0.006928831,0.00767555,-0.00572314,-0.014936923,-0.004802337,-0.00067499,-0.003356945,0.00852136,0.004759475,-0.000914964,0.031943779,-0.017623902,0.058273425
